ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-SU4+StopWordRemoval+Stemming,32139,SUMM.TXT,0.00378,0.14970,0.00736,3

ROUGE-L+StopWordRemoval+Stemming,32810,SUMM.TXT,0.15542,0.66749,0.25213,4

ROUGE-1+StopWordRemoval+Stemming,32810,SUMM.TXT,0.16549,0.74223,0.27064,4

ROUGE-2+StopWordRemoval+Stemming,32810,SUMM.TXT,0.12333,0.41626,0.19028,4

ROUGE-SU4+StopWordRemoval+Stemming,32810,SUMM.TXT,0.17609,0.40941,0.24626,4

ROUGE-L+StopWordRemoval+Stemming,31844,SUMM.TXT,0.13893,0.42623,0.20956,3

ROUGE-1+StopWordRemoval+Stemming,31844,SUMM.TXT,0.16704,0.40000,0.23567,3

ROUGE-2+StopWordRemoval+Stemming,31844,SUMM.TXT,0.09014,0.16858,0.11747,3

ROUGE-SU4+StopWordRemoval+Stemming,31844,SUMM.TXT,0.13964,0.18690,0.15985,3

ROUGE-L+StopWordRemoval+Stemming,31828,SUMM.TXT,0.14035,0.67063,0.23212,3

ROUGE-1+StopWordRemoval+Stemming,31828,SUMM.TXT,0.25296,0.59600,0.35518,3

ROUGE-2+StopWordRemoval+Stemming,31828,SUMM.TXT,0.19126,0.29631,0.23247,3

ROUGE-SU4+StopWordRemoval+Stemming,31828,SUMM.TXT,0.21349,0.25645,0.23301,3

ROUGE-L+StopWordRemoval+Stemming,32482,SUMM.TXT,0.09567,0.29861,0.14491,3

ROUGE-1+StopWordRemoval+Stemming,32482,SUMM.TXT,0.12469,0.38164,0.18796,3

ROUGE-2+StopWordRemoval+Stemming,32482,SUMM.TXT,0.02917,0.08516,0.04345,3

ROUGE-SU4+StopWordRemoval+Stemming,32482,SUMM.TXT,0.05530,0.13824,0.07900,3

ROUGE-L+StopWordRemoval+Stemming,31271,SUMM.TXT,0.05008,0.37449,0.08835,3

ROUGE-1+StopWordRemoval+Stemming,31271,SUMM.TXT,0.06923,0.55700,0.12315,3

ROUGE-2+StopWordRemoval+Stemming,31271,SUMM.TXT,0.02808,0.18999,0.04894,3

ROUGE-SU4+StopWordRemoval+Stemming,31271,SUMM.TXT,0.04971,0.25272,0.08307,3

ROUGE-L+StopWordRemoval+Stemming,32480,SUMM.TXT,0.13837,0.32812,0.19466,4

ROUGE-1+StopWordRemoval+Stemming,32480,SUMM.TXT,0.23719,0.39542,0.29652,4

ROUGE-2+StopWordRemoval+Stemming,32480,SUMM.TXT,0.03817,0.03783,0.03800,4

ROUGE-SU4+StopWordRemoval+Stemming,32480,SUMM.TXT,0.14625,0.12119,0.13255,4

ROUGE-L+StopWordRemoval+Stemming,31036,SUMM.TXT,0.08850,0.40693,0.14538,3

ROUGE-1+StopWordRemoval+Stemming,31036,SUMM.TXT,0.13414,0.48282,0.20995,3

ROUGE-2+StopWordRemoval+Stemming,31036,SUMM.TXT,0.05323,0.12263,0.07424,3

ROUGE-SU4+StopWordRemoval+Stemming,31036,SUMM.TXT,0.09246,0.15104,0.11470,3

ROUGE-L+StopWordRemoval+Stemming,31399,SUMM.TXT,0.18444,0.39116,0.25068,3

ROUGE-1+StopWordRemoval+Stemming,31399,SUMM.TXT,0.22811,0.46237,0.30550,3

ROUGE-2+StopWordRemoval+Stemming,31399,SUMM.TXT,0.08230,0.19298,0.11539,3

ROUGE-SU4+StopWordRemoval+Stemming,31399,SUMM.TXT,0.13331,0.22575,0.16763,3

ROUGE-L+StopWordRemoval+Stemming,32248,SUMM.TXT,0.17163,0.68817,0.27474,3

ROUGE-1+StopWordRemoval+Stemming,32248,SUMM.TXT,0.20090,0.25455,0.22456,3

ROUGE-2+StopWordRemoval+Stemming,32248,SUMM.TXT,0.07269,0.08097,0.07660,3

ROUGE-SU4+StopWordRemoval+Stemming,32248,SUMM.TXT,0.13522,0.15761,0.14556,3

ROUGE-L+StopWordRemoval+Stemming,31277,SUMM.TXT,0.07403,0.85333,0.13623,3

ROUGE-1+StopWordRemoval+Stemming,31277,SUMM.TXT,0.03804,0.86420,0.07286,3

ROUGE-2+StopWordRemoval+Stemming,31277,SUMM.TXT,0.03045,0.48718,0.05731,3

ROUGE-SU4+StopWordRemoval+Stemming,31277,SUMM.TXT,0.03560,0.43733,0.06584,3

ROUGE-L+StopWordRemoval+Stemming,31038,SUMM.TXT,0.11658,0.58048,0.19417,4

ROUGE-1+StopWordRemoval+Stemming,31038,SUMM.TXT,0.09635,0.60055,0.16606,4

ROUGE-2+StopWordRemoval+Stemming,31038,SUMM.TXT,0.05497,0.27981,0.09189,4

ROUGE-SU4+StopWordRemoval+Stemming,31038,SUMM.TXT,0.07079,0.29912,0.11449,4

ROUGE-L+StopWordRemoval+Stemming,31037,SUMM.TXT,0.04400,0.53750,0.08134,4

ROUGE-1+StopWordRemoval+Stemming,31037,SUMM.TXT,0.02154,0.55000,0.04145,4

ROUGE-2+StopWordRemoval+Stemming,31037,SUMM.TXT,0.00873,0.18421,0.01666,4

ROUGE-SU4+StopWordRemoval+Stemming,31037,SUMM.TXT,0.01289,0.21667,0.02432,4

ROUGE-L+StopWordRemoval+Stemming,30982,SUMM.TXT,0.12688,0.38889,0.19133,3

ROUGE-1+StopWordRemoval+Stemming,30982,SUMM.TXT,0.17604,0.55159,0.26690,3

ROUGE-2+StopWordRemoval+Stemming,30982,SUMM.TXT,0.07298,0.18762,0.10509,3

ROUGE-SU4+StopWordRemoval+Stemming,30982,SUMM.TXT,0.11597,0.23655,0.15564,3

ROUGE-L+StopWordRemoval+Stemming,32004,SUMM.TXT,0.11888,0.54861,0.19542,4

ROUGE-1+StopWordRemoval+Stemming,32004,SUMM.TXT,0.06534,0.64453,0.11866,4

ROUGE-2+StopWordRemoval+Stemming,32004,SUMM.TXT,0.06071,0.44841,0.10695,4

ROUGE-SU4+StopWordRemoval+Stemming,32004,SUMM.TXT,0.07763,0.43871,0.13192,4

ROUGE-L+StopWordRemoval+Stemming,31274,SUMM.TXT,0.12023,0.73032,0.20647,3

ROUGE-1+StopWordRemoval+Stemming,31274,SUMM.TXT,0.06775,0.70983,0.12370,3

ROUGE-2+StopWordRemoval+Stemming,31274,SUMM.TXT,0.04807,0.34837,0.08448,3

ROUGE-SU4+StopWordRemoval+Stemming,31274,SUMM.TXT,0.05438,0.36350,0.09461,3

ROUGE-L+StopWordRemoval+Stemming,31031,SUMM.TXT,0.11140,0.43077,0.17702,5

ROUGE-1+StopWordRemoval+Stemming,31031,SUMM.TXT,0.14459,0.50581,0.22490,5

ROUGE-2+StopWordRemoval+Stemming,31031,SUMM.TXT,0.06773,0.15455,0.09419,5

ROUGE-SU4+StopWordRemoval+Stemming,31031,SUMM.TXT,0.11270,0.21176,0.14711,5

ROUGE-L+StopWordRemoval+Stemming,31034,SUMM.TXT,0.15162,0.45613,0.22759,3

ROUGE-1+StopWordRemoval+Stemming,31034,SUMM.TXT,0.21706,0.51634,0.30563,3

ROUGE-2+StopWordRemoval+Stemming,31034,SUMM.TXT,0.12736,0.22951,0.16382,3

ROUGE-SU4+StopWordRemoval+Stemming,31034,SUMM.TXT,0.15975,0.22259,0.18600,3

ROUGE-L+StopWordRemoval+Stemming,31033,SUMM.TXT,0.14055,0.40981,0.20931,3

ROUGE-1+StopWordRemoval+Stemming,31033,SUMM.TXT,0.18091,0.47020,0.26129,3

ROUGE-2+StopWordRemoval+Stemming,31033,SUMM.TXT,0.10463,0.14586,0.12185,3

ROUGE-SU4+StopWordRemoval+Stemming,31033,SUMM.TXT,0.14360,0.15313,0.14821,3

ROUGE-L+StopWordRemoval+Stemming,32926,SUMM.TXT,0.41583,0.51418,0.45981,3

ROUGE-1+StopWordRemoval+Stemming,32926,SUMM.TXT,0.42166,0.48282,0.45017,3

ROUGE-2+StopWordRemoval+Stemming,32926,SUMM.TXT,0.36283,0.15199,0.21423,3

ROUGE-SU4+StopWordRemoval+Stemming,32926,SUMM.TXT,0.39374,0.15625,0.22372,3

ROUGE-L+StopWordRemoval+Stemming,31959,SUMM.TXT,0.07469,0.73052,0.13552,4

ROUGE-1+StopWordRemoval+Stemming,31959,SUMM.TXT,0.06254,0.76954,0.11569,4

ROUGE-2+StopWordRemoval+Stemming,31959,SUMM.TXT,0.04026,0.37161,0.07266,4

ROUGE-SU4+StopWordRemoval+Stemming,31959,SUMM.TXT,0.04501,0.32507,0.07908,4

ROUGE-L+StopWordRemoval+Stemming,31831,SUMM.TXT,0.08237,0.70968,0.14761,4

ROUGE-1+StopWordRemoval+Stemming,31831,SUMM.TXT,0.07102,0.75000,0.12975,4

ROUGE-2+StopWordRemoval+Stemming,31831,SUMM.TXT,0.05338,0.43929,0.09519,4

ROUGE-SU4+StopWordRemoval+Stemming,31831,SUMM.TXT,0.06580,0.42826,0.11407,4

ROUGE-L+StopWordRemoval+Stemming,31955,SUMM.TXT,0.16497,0.46033,0.24290,3

ROUGE-1+StopWordRemoval+Stemming,31955,SUMM.TXT,0.23482,0.49298,0.31811,3

ROUGE-2+StopWordRemoval+Stemming,31955,SUMM.TXT,0.09845,0.14679,0.11786,3

ROUGE-SU4+StopWordRemoval+Stemming,31955,SUMM.TXT,0.15849,0.16795,0.16308,3

ROUGE-L+StopWordRemoval+Stemming,31834,SUMM.TXT,0.06383,0.36937,0.10885,3

ROUGE-1+StopWordRemoval+Stemming,31834,SUMM.TXT,0.06631,0.43860,0.11520,3

ROUGE-2+StopWordRemoval+Stemming,31834,SUMM.TXT,0.03011,0.13690,0.04937,3

ROUGE-SU4+StopWordRemoval+Stemming,31834,SUMM.TXT,0.04828,0.15152,0.07323,3

ROUGE-L+StopWordRemoval+Stemming,30866,SUMM.TXT,0.11754,0.40614,0.18232,4

ROUGE-1+StopWordRemoval+Stemming,30866,SUMM.TXT,0.12606,0.55380,0.20537,4

ROUGE-2+StopWordRemoval+Stemming,30866,SUMM.TXT,0.02016,0.08439,0.03254,4

ROUGE-SU4+StopWordRemoval+Stemming,30866,SUMM.TXT,0.08777,0.20897,0.12362,4

ROUGE-L+StopWordRemoval+Stemming,32129,SUMM.TXT,0.23676,0.45312,0.31101,4

ROUGE-1+StopWordRemoval+Stemming,32129,SUMM.TXT,0.26665,0.54773,0.35869,4

ROUGE-2+StopWordRemoval+Stemming,32129,SUMM.TXT,0.14195,0.18182,0.15943,4

ROUGE-SU4+StopWordRemoval+Stemming,32129,SUMM.TXT,0.20848,0.22036,0.21425,4

ROUGE-L+StopWordRemoval+Stemming,31939,SUMM.TXT,0.07024,0.82828,0.12949,3

ROUGE-1+StopWordRemoval+Stemming,31939,SUMM.TXT,0.02619,0.83810,0.05080,3

ROUGE-2+StopWordRemoval+Stemming,31939,SUMM.TXT,0.02145,0.39216,0.04067,3

ROUGE-SU4+StopWordRemoval+Stemming,31939,SUMM.TXT,0.02503,0.36162,0.04682,3

ROUGE-L+StopWordRemoval+Stemming,30849,SUMM.TXT,0.07168,0.35096,0.11904,4

ROUGE-1+StopWordRemoval+Stemming,30849,SUMM.TXT,0.07885,0.52059,0.13696,4

ROUGE-2+StopWordRemoval+Stemming,30849,SUMM.TXT,0.04260,0.17857,0.06879,4

ROUGE-SU4+StopWordRemoval+Stemming,30849,SUMM.TXT,0.06398,0.21867,0.09899,4

ROUGE-L+StopWordRemoval+Stemming,31817,SUMM.TXT,0.06100,0.38636,0.10537,4

ROUGE-1+StopWordRemoval+Stemming,31817,SUMM.TXT,0.04650,0.37295,0.08269,4

ROUGE-2+StopWordRemoval+Stemming,31817,SUMM.TXT,0.00313,0.01667,0.00527,4

ROUGE-SU4+StopWordRemoval+Stemming,31817,SUMM.TXT,0.02036,0.08644,0.03296,4

ROUGE-L+StopWordRemoval+Stemming,31938,SUMM.TXT,0.07330,0.19872,0.10710,3

ROUGE-1+StopWordRemoval+Stemming,31938,SUMM.TXT,0.10008,0.33684,0.15431,3

ROUGE-2+StopWordRemoval+Stemming,31938,SUMM.TXT,0.05386,0.12875,0.07594,3

ROUGE-SU4+StopWordRemoval+Stemming,31938,SUMM.TXT,0.08294,0.14433,0.10534,3

ROUGE-L+StopWordRemoval+Stemming,31260,SUMM.TXT,0.08491,0.53846,0.14669,3

ROUGE-1+StopWordRemoval+Stemming,31260,SUMM.TXT,0.12313,0.71852,0.21023,3

ROUGE-2+StopWordRemoval+Stemming,31260,SUMM.TXT,0.10441,0.48315,0.17172,3

ROUGE-SU4+StopWordRemoval+Stemming,31260,SUMM.TXT,0.13379,0.48561,0.20978,3

ROUGE-L+StopWordRemoval+Stemming,31146,SUMM.TXT,0.11108,0.49180,0.18123,3

ROUGE-1+StopWordRemoval+Stemming,31146,SUMM.TXT,0.12920,0.55708,0.20975,3

ROUGE-2+StopWordRemoval+Stemming,31146,SUMM.TXT,0.04411,0.13103,0.06600,3

ROUGE-SU4+StopWordRemoval+Stemming,31146,SUMM.TXT,0.09184,0.20880,0.12757,3

ROUGE-L+StopWordRemoval+Stemming,32599,SUMM.TXT,0.17788,0.49859,0.26221,5

ROUGE-1+StopWordRemoval+Stemming,32599,SUMM.TXT,0.24290,0.52000,0.33113,5

ROUGE-2+StopWordRemoval+Stemming,32599,SUMM.TXT,0.14787,0.22243,0.17764,5

ROUGE-SU4+StopWordRemoval+Stemming,32599,SUMM.TXT,0.18855,0.21108,0.19918,5

ROUGE-L+StopWordRemoval+Stemming,32236,SUMM.TXT,0.11531,0.22899,0.15339,3

ROUGE-1+StopWordRemoval+Stemming,32236,SUMM.TXT,0.16500,0.32475,0.21882,3

ROUGE-2+StopWordRemoval+Stemming,32236,SUMM.TXT,0.06033,0.10455,0.07651,3

ROUGE-SU4+StopWordRemoval+Stemming,32236,SUMM.TXT,0.08423,0.13407,0.10346,3

ROUGE-L+StopWordRemoval+Stemming,32116,SUMM.TXT,0.07328,0.55709,0.12952,3

ROUGE-1+StopWordRemoval+Stemming,32116,SUMM.TXT,0.03995,0.59002,0.07484,3

ROUGE-2+StopWordRemoval+Stemming,32116,SUMM.TXT,0.01741,0.21686,0.03224,3

ROUGE-SU4+StopWordRemoval+Stemming,32116,SUMM.TXT,0.02004,0.19798,0.03640,3

ROUGE-L+StopWordRemoval+Stemming,32113,SUMM.TXT,0.06368,0.77174,0.11765,4

ROUGE-1+StopWordRemoval+Stemming,32113,SUMM.TXT,0.03868,0.80556,0.07381,4

ROUGE-2+StopWordRemoval+Stemming,32113,SUMM.TXT,0.02636,0.40385,0.04949,4

ROUGE-SU4+StopWordRemoval+Stemming,32113,SUMM.TXT,0.03565,0.42000,0.06572,4

ROUGE-L+StopWordRemoval+Stemming,32355,SUMM.TXT,0.03473,0.71795,0.06625,3

ROUGE-1+StopWordRemoval+Stemming,32355,SUMM.TXT,0.03755,0.68889,0.07123,3

ROUGE-2+StopWordRemoval+Stemming,32355,SUMM.TXT,0.00401,0.06897,0.00757,3

ROUGE-SU4+StopWordRemoval+Stemming,32355,SUMM.TXT,0.01360,0.18810,0.02536,3

ROUGE-L+StopWordRemoval+Stemming,31940,SUMM.TXT,0.24457,0.48563,0.32531,4

ROUGE-1+StopWordRemoval+Stemming,31940,SUMM.TXT,0.19024,0.54000,0.28136,4

ROUGE-2+StopWordRemoval+Stemming,31940,SUMM.TXT,0.08689,0.16523,0.11389,4

ROUGE-SU4+StopWordRemoval+Stemming,31940,SUMM.TXT,0.13847,0.21185,0.16748,4

ROUGE-L+StopWordRemoval+Stemming,32597,SUMM.TXT,0.31302,0.35000,0.33048,4

ROUGE-1+StopWordRemoval+Stemming,32597,SUMM.TXT,0.47359,0.12830,0.20190,4

ROUGE-2+StopWordRemoval+Stemming,32597,SUMM.TXT,0.33618,0.05999,0.10181,4

ROUGE-SU4+StopWordRemoval+Stemming,32597,SUMM.TXT,0.43389,0.06026,0.10583,4

ROUGE-L+StopWordRemoval+Stemming,30850,SUMM.TXT,0.13104,0.48792,0.20659,3

ROUGE-1+StopWordRemoval+Stemming,30850,SUMM.TXT,0.16327,0.56202,0.25303,3

ROUGE-2+StopWordRemoval+Stemming,30850,SUMM.TXT,0.04912,0.12281,0.07017,3

ROUGE-SU4+StopWordRemoval+Stemming,30850,SUMM.TXT,0.12526,0.21725,0.15890,3

ROUGE-L+StopWordRemoval+Stemming,31026,SUMM.TXT,0.11383,0.39769,0.17700,3

ROUGE-1+StopWordRemoval+Stemming,31026,SUMM.TXT,0.19253,0.51500,0.28028,3

ROUGE-2+StopWordRemoval+Stemming,31026,SUMM.TXT,0.10317,0.23622,0.14362,3

ROUGE-SU4+StopWordRemoval+Stemming,31026,SUMM.TXT,0.15092,0.24999,0.18821,3

ROUGE-L+StopWordRemoval+Stemming,31383,SUMM.TXT,0.20908,0.49274,0.29358,4

ROUGE-1+StopWordRemoval+Stemming,31383,SUMM.TXT,0.21480,0.24136,0.22731,4

ROUGE-2+StopWordRemoval+Stemming,31383,SUMM.TXT,0.12060,0.06933,0.08805,4

ROUGE-SU4+StopWordRemoval+Stemming,31383,SUMM.TXT,0.16242,0.08291,0.10978,4

ROUGE-L+StopWordRemoval+Stemming,31265,SUMM.TXT,0.16088,0.39583,0.22877,4

ROUGE-1+StopWordRemoval+Stemming,31265,SUMM.TXT,0.15872,0.45200,0.23494,4

ROUGE-2+StopWordRemoval+Stemming,31265,SUMM.TXT,0.10240,0.18548,0.13196,4

ROUGE-SU4+StopWordRemoval+Stemming,31265,SUMM.TXT,0.12633,0.18171,0.14904,4

ROUGE-L+StopWordRemoval+Stemming,31023,SUMM.TXT,0.14039,0.41254,0.20948,3

ROUGE-1+StopWordRemoval+Stemming,31023,SUMM.TXT,0.12804,0.51178,0.20484,3

ROUGE-2+StopWordRemoval+Stemming,31023,SUMM.TXT,0.03206,0.11337,0.04998,3

ROUGE-SU4+StopWordRemoval+Stemming,31023,SUMM.TXT,0.07219,0.19966,0.10604,3

ROUGE-L+StopWordRemoval+Stemming,31022,SUMM.TXT,0.05090,0.47407,0.09193,3

ROUGE-1+StopWordRemoval+Stemming,31022,SUMM.TXT,0.03080,0.57895,0.05848,3

ROUGE-2+StopWordRemoval+Stemming,31022,SUMM.TXT,0.01579,0.24405,0.02965,3

ROUGE-SU4+StopWordRemoval+Stemming,31022,SUMM.TXT,0.02216,0.27515,0.04101,3

ROUGE-L+StopWordRemoval+Stemming,30856,SUMM.TXT,0.02885,0.36000,0.05343,3

ROUGE-1+StopWordRemoval+Stemming,30856,SUMM.TXT,0.01426,0.37778,0.02749,3

ROUGE-2+StopWordRemoval+Stemming,30856,SUMM.TXT,0.00363,0.05747,0.00682,3

ROUGE-SU4+StopWordRemoval+Stemming,30856,SUMM.TXT,0.00757,0.11190,0.01418,3

ROUGE-L+StopWordRemoval+Stemming,31824,SUMM.TXT,0.16047,0.48485,0.24113,3

ROUGE-1+StopWordRemoval+Stemming,31824,SUMM.TXT,0.15908,0.47917,0.23886,3

ROUGE-2+StopWordRemoval+Stemming,31824,SUMM.TXT,0.05881,0.11024,0.07670,3

ROUGE-SU4+StopWordRemoval+Stemming,31824,SUMM.TXT,0.09849,0.16190,0.12248,3

ROUGE-L+StopWordRemoval+Stemming,31948,SUMM.TXT,0.09516,0.43275,0.15601,3

ROUGE-1+StopWordRemoval+Stemming,31948,SUMM.TXT,0.11647,0.57522,0.19372,3

ROUGE-2+StopWordRemoval+Stemming,31948,SUMM.TXT,0.02347,0.08036,0.03633,3

ROUGE-SU4+StopWordRemoval+Stemming,31948,SUMM.TXT,0.07414,0.18318,0.10556,3

ROUGE-L+StopWordRemoval+Stemming,30858,SUMM.TXT,0.21198,0.64338,0.31889,4

ROUGE-1+StopWordRemoval+Stemming,30858,SUMM.TXT,0.24069,0.24652,0.24357,4

ROUGE-2+StopWordRemoval+Stemming,30858,SUMM.TXT,0.16603,0.12093,0.13994,4

ROUGE-SU4+StopWordRemoval+Stemming,30858,SUMM.TXT,0.20606,0.12616,0.15650,4

ROUGE-L+StopWordRemoval+Stemming,31705,SUMM.TXT,0.23720,0.38636,0.29394,4

ROUGE-1+StopWordRemoval+Stemming,31705,SUMM.TXT,0.22830,0.43636,0.29977,4

ROUGE-2+StopWordRemoval+Stemming,31705,SUMM.TXT,0.08747,0.09756,0.09224,4

ROUGE-SU4+StopWordRemoval+Stemming,31705,SUMM.TXT,0.17309,0.14724,0.15912,4

ROUGE-L+StopWordRemoval+Stemming,31942,SUMM.TXT,0.13001,0.22133,0.16380,3

ROUGE-1+StopWordRemoval+Stemming,31942,SUMM.TXT,0.21203,0.33811,0.26062,3

ROUGE-2+StopWordRemoval+Stemming,31942,SUMM.TXT,0.09966,0.13429,0.11441,3

ROUGE-SU4+StopWordRemoval+Stemming,31942,SUMM.TXT,0.11653,0.13791,0.12632,3

ROUGE-L+StopWordRemoval+Stemming,30852,SUMM.TXT,0.05035,0.54386,0.09216,3

ROUGE-1+StopWordRemoval+Stemming,30852,SUMM.TXT,0.03814,0.61905,0.07185,3

ROUGE-2+StopWordRemoval+Stemming,30852,SUMM.TXT,0.02889,0.39216,0.05381,3

ROUGE-SU4+StopWordRemoval+Stemming,30852,SUMM.TXT,0.03109,0.36768,0.05733,3

ROUGE-L+StopWordRemoval+Stemming,30855,SUMM.TXT,0.03107,0.88889,0.06003,3

ROUGE-1+StopWordRemoval+Stemming,30855,SUMM.TXT,0.01661,0.98039,0.03268,3

ROUGE-2+StopWordRemoval+Stemming,30855,SUMM.TXT,0.01103,0.52083,0.02161,3

ROUGE-SU4+StopWordRemoval+Stemming,30855,SUMM.TXT,0.01436,0.55556,0.02799,3

ROUGE-L+StopWordRemoval+Stemming,32359,SUMM.TXT,0.09459,0.18519,0.12522,3

ROUGE-1+StopWordRemoval+Stemming,32359,SUMM.TXT,0.12398,0.34483,0.18238,3

ROUGE-2+StopWordRemoval+Stemming,32359,SUMM.TXT,0.04108,0.09491,0.05734,3

ROUGE-SU4+StopWordRemoval+Stemming,32359,SUMM.TXT,0.08223,0.12587,0.09947,3

ROUGE-L+StopWordRemoval+Stemming,30854,SUMM.TXT,0.04452,0.44737,0.08098,4

ROUGE-1+StopWordRemoval+Stemming,30854,SUMM.TXT,0.03373,0.48333,0.06305,4

ROUGE-2+StopWordRemoval+Stemming,30854,SUMM.TXT,0.01568,0.15517,0.02847,4

ROUGE-SU4+StopWordRemoval+Stemming,30854,SUMM.TXT,0.02536,0.18929,0.04473,4

ROUGE-L+StopWordRemoval+Stemming,30838,SUMM.TXT,0.05062,0.47619,0.09151,3

ROUGE-1+StopWordRemoval+Stemming,30838,SUMM.TXT,0.04146,0.54000,0.07701,3

ROUGE-2+StopWordRemoval+Stemming,30838,SUMM.TXT,0.01016,0.09524,0.01836,3

ROUGE-SU4+StopWordRemoval+Stemming,30838,SUMM.TXT,0.02698,0.18750,0.04718,3

ROUGE-L+StopWordRemoval+Stemming,31492,SUMM.TXT,0.24885,0.56024,0.34463,4

ROUGE-1+StopWordRemoval+Stemming,31492,SUMM.TXT,0.26727,0.50369,0.34923,4

ROUGE-2+StopWordRemoval+Stemming,31492,SUMM.TXT,0.20776,0.28426,0.24006,4

ROUGE-SU4+StopWordRemoval+Stemming,31492,SUMM.TXT,0.26294,0.29033,0.27596,4

ROUGE-L+StopWordRemoval+Stemming,31013,SUMM.TXT,0.24235,0.43810,0.31206,3

ROUGE-1+StopWordRemoval+Stemming,31013,SUMM.TXT,0.26683,0.51111,0.35062,3

ROUGE-2+StopWordRemoval+Stemming,31013,SUMM.TXT,0.18542,0.24016,0.20927,3

ROUGE-SU4+StopWordRemoval+Stemming,31013,SUMM.TXT,0.25252,0.26640,0.25928,3

ROUGE-L+StopWordRemoval+Stemming,32223,SUMM.TXT,0.06973,0.54938,0.12375,3

ROUGE-1+StopWordRemoval+Stemming,32223,SUMM.TXT,0.09228,0.20274,0.12683,3

ROUGE-2+StopWordRemoval+Stemming,32223,SUMM.TXT,0.01977,0.03181,0.02438,3

ROUGE-SU4+StopWordRemoval+Stemming,32223,SUMM.TXT,0.05226,0.05957,0.05568,3

ROUGE-L+StopWordRemoval+Stemming,30960,SUMM.TXT,0.02166,0.38095,0.04099,3

ROUGE-1+StopWordRemoval+Stemming,30960,SUMM.TXT,0.03415,0.62821,0.06478,3

ROUGE-2+StopWordRemoval+Stemming,30960,SUMM.TXT,0.02894,0.40000,0.05397,3

ROUGE-SU4+StopWordRemoval+Stemming,30960,SUMM.TXT,0.04026,0.41667,0.07342,3

ROUGE-L+StopWordRemoval+Stemming,31015,SUMM.TXT,0.18839,0.50833,0.27490,4

ROUGE-1+StopWordRemoval+Stemming,31015,SUMM.TXT,0.16155,0.54545,0.24927,4

ROUGE-2+StopWordRemoval+Stemming,31015,SUMM.TXT,0.06923,0.18286,0.10044,4

ROUGE-SU4+StopWordRemoval+Stemming,31015,SUMM.TXT,0.12171,0.24741,0.16316,4

ROUGE-L+StopWordRemoval+Stemming,32345,SUMM.TXT,0.15689,0.46078,0.23408,4

ROUGE-1+StopWordRemoval+Stemming,32345,SUMM.TXT,0.16140,0.48418,0.24209,4

ROUGE-2+StopWordRemoval+Stemming,32345,SUMM.TXT,0.07083,0.13877,0.09379,4

ROUGE-SU4+StopWordRemoval+Stemming,32345,SUMM.TXT,0.11980,0.17511,0.14227,4

ROUGE-L+StopWordRemoval+Stemming,32343,SUMM.TXT,0.15369,0.39935,0.22196,4

ROUGE-1+StopWordRemoval+Stemming,32343,SUMM.TXT,0.16111,0.48677,0.24209,4

ROUGE-2+StopWordRemoval+Stemming,32343,SUMM.TXT,0.06973,0.15293,0.09579,4

ROUGE-SU4+StopWordRemoval+Stemming,32343,SUMM.TXT,0.13267,0.20695,0.16169,4

ROUGE-L+StopWordRemoval+Stemming,31012,SUMM.TXT,0.12132,0.53107,0.19751,3

ROUGE-1+StopWordRemoval+Stemming,31012,SUMM.TXT,0.08130,0.57971,0.14260,3

ROUGE-2+StopWordRemoval+Stemming,31012,SUMM.TXT,0.03184,0.17949,0.05409,3

ROUGE-SU4+StopWordRemoval+Stemming,31012,SUMM.TXT,0.05190,0.21630,0.08371,3

ROUGE-L+StopWordRemoval+Stemming,32340,SUMM.TXT,0.04852,0.45833,0.08774,3

ROUGE-1+StopWordRemoval+Stemming,32340,SUMM.TXT,0.03370,0.49758,0.06313,3

ROUGE-2+StopWordRemoval+Stemming,32340,SUMM.TXT,0.00503,0.06373,0.00932,3

ROUGE-SU4+StopWordRemoval+Stemming,32340,SUMM.TXT,0.02155,0.16915,0.03823,3

ROUGE-L+StopWordRemoval+Stemming,31254,SUMM.TXT,0.03334,0.50000,0.06251,4

ROUGE-1+StopWordRemoval+Stemming,31254,SUMM.TXT,0.01552,0.54348,0.03017,4

ROUGE-2+StopWordRemoval+Stemming,31254,SUMM.TXT,0.00333,0.09091,0.00643,4

ROUGE-SU4+StopWordRemoval+Stemming,31254,SUMM.TXT,0.00683,0.15714,0.01308,4

ROUGE-L+StopWordRemoval+Stemming,32220,SUMM.TXT,0.39263,0.41433,0.40319,3

ROUGE-1+StopWordRemoval+Stemming,32220,SUMM.TXT,0.43281,0.46215,0.44700,3

ROUGE-2+StopWordRemoval+Stemming,32220,SUMM.TXT,0.37748,0.19048,0.25319,3

ROUGE-SU4+StopWordRemoval+Stemming,32220,SUMM.TXT,0.40881,0.18430,0.25406,3

